Customer_Id,last_invoice_amount_usd,lifetime_revenue_usd,add_on_revenue_usd,next_quarter_revenue_usd,acv_local,acv_usd,subscription_value_local,daily_active_users,feature_adoption_pct,sessions_per_user_day,avg_session_minutes,integrations_count,custom_reports_count,automations_active,api_calls_monthly,mobile_users_pct,support_tickets,csat_score,nps_score,renewal_probability,price_sensitivity,renewal_risk_flag,engagement_score,addon_revenue_ratio,renewal_risk_score,churn_risk,support_dependency,churn_0.6931471805599453
11177,3.4011973816621555,6.29156913955832,1.9459101490553128,3.295836866004329,11070.0,4.890349128221754,14760.0,13,38.1,2.2,8.0,2,2,2,3707.0,56.6,11,3.0,18.0,0.29,0.0,0.0,11.43,0.309288526580814,0.71,0.71,21.0,False
14771,9.245224773829683,11.424301879980504,7.778211474512493,9.487138427825885,36035.0,10.578445303895863,41611.0,25,45.5,3.5,17.0,3,5,10,38883.0,27.2,1,3.4,31.0,0.67,0.0,0.0,13.65,0.680847858908799,0.3299999999999999,0.3299999999999999,34.4,False
11091,9.722445177240552,12.796411606108435,7.978653729082731,9.845222644404153,68832.0,11.139438560088378,74818.0,150,66.5,3.2,27.0,6,16,14,51050.0,24.3,3,4.3,72.0,0.74,0.0,0.0,19.95,0.6235071186108204,0.26,0.26,76.3,False
14818,7.57095858316901,10.357552330480354,5.991464547107982,5.247024072160486,9097.0,9.115809888129949,11027.0,38,5.0,1.5,4.0,1,4,2,5138.0,34.7,10,3.9,-24.0,0.58,0.0,0.0,1.5,0.5784633623791804,0.42,0.42,-20.1,True
14376,8.06777619577889,10.978558232621204,8.235095497258357,8.3654396361887,70217.0,9.549950537288325,78631.0,149,70.7,0.6,20.0,10,21,20,47489.0,59.6,2,4.0,57.0,0.9,0.0,0.0,21.21,0.750107192836028,0.0999999999999999,0.0999999999999999,61.0,False
10280,4.406719247264253,6.76849321164863,2.70805020110221,4.430816798843313,24818.0,5.697093486505405,37209.0,82,69.8,4.3,9.0,2,6,14,13497.0,55.7,10,4.1,3.0,0.63,0.0,0.0,20.94,0.4000964640758794,0.37,0.37,7.1,False
10997,7.757478766584179,8.231908243564177,7.3938782901077555,7.764720544771477,35752.0,9.175127616220438,39031.0,72,56.8,3.5,16.0,6,6,9,26094.0,43.0,2,3.9,29.0,0.99,0.0,0.0,17.04,0.8981973646132894,0.01,0.01,32.9,False
10585,4.262679877041316,6.911747300251674,5.389071729816501,4.276666119016055,23894.0,5.659482215759621,31440.0,54,37.8,5.0,21.0,7,7,9,7377.0,31.6,2,4.1,13.0,0.56,0.0,0.0,11.339999999999998,0.7796974477959099,0.4399999999999999,0.4399999999999999,17.1,False
11486,7.432483807917119,10.239709757902132,7.6953031349635665,7.64826303090192,52277.0,8.898228985601227,53839.0,139,53.4,4.3,26.0,13,12,15,68400.0,54.6,3,4.1,40.0,0.99,0.0,0.0,16.02,0.7515157477022227,0.01,0.01,44.1,False
13927,3.1354942159291497,5.3471075307174685,4.174387269895637,3.218875824868201,14198.0,4.564348191467836,15846.0,28,21.8,0.7,16.0,1,3,2,3084.0,16.7,5,2.8,-10.0,0.55,0.0,0.0,6.54,0.7806813769715835,0.4499999999999999,0.4499999999999999,-7.2,False
